geoname_id,name,ascii_name,feature_class,feature_code,population,admin1_code,admin2_code,latitude,longitude
753037,Żurowa,Zurowa,P,PPL,2321,77,1216,49.82636,21.16894
754520,Wyśmierzyce,Wysmierzyce,P,PPLA3,858,78,1401,51.62494,20.81394
754847,Wólka Tanewska,Wolka Tanewska,P,PPL,1453,80,1812,50.50005,22.26113
755572,Wiśniowa,Wisniowa,P,PPL,1900,77,1209,49.7878,20.11502
756048,Węgorzewo,Wegorzewo,P,PPLA3,11864,85,2819,54.21567,21.7372
756197,Jodłówka-Wałki,Jodlowka-Walki,P,PPL,1119,77,1216,50.04992,21.13332
757479,Szarów,Szarow,P,PPL,1337,77,1219,49.99505,20.2696
758467,Srokowo,Srokowo,P,PPL,1400,85,2808,54.21416,21.52282
759399,Siedliska,Siedliska,P,PPL,2351,77,1216,49.87163,20.99625
759534,Sawin,Sawin,P,PPL,2181,75,0603,51.27443,23.43375
760745,Radoszyce,Radoszyce,P,PPLA3,3400,84,2605,51.07392,20.25836
760825,Raczki,Raczki,P,PPL,2322,81,2012,53.98749,22.78487
761255,Pruchnik,Pruchnik,P,PPL,3694,80,1804,49.9062,22.51554
762663,Paprotnia,Paprotnia,P,PPLA3,184,78,1426,52.30071,22.46756
762904,Ostrów,Ostrow,P,PPL,1800,80,1804,49.96812,22.7871
763121,Opatów,Opatow,P,PPLA2,6799,84,2606,50.80058,21.42538
3100619,Daszyna,Daszyna,P,PPLA3,600,74,1004,52.15503,19.18153
3100880,Dąbie,Dabie,P,PPLA3,2003,86,3009,52.08668,18.8225
3100936,Człopa,Czlopa,P,PPLA3,2370,87,3217,53.08856,16.12098
3101170,Czarna Woda,Czarna Woda,P,PPL,3227,82,2213,53.84458,18.10006
3101198,Czarków,Czarkow,P,PPL,1924,83,2410,50.01833,18.90678
3101869,Cewice,Cewice,P,PPL,1687,82,2208,54.43551,17.73485
3103531,Biały Bór,Bialy Bor,P,PPLA3,2209,87,3215,53.8967,16.83543
3104132,Aleksandrów Łódzki,Aleksandrow Lodzki,P,PPLA3,20292,74,1020,51.81965,19.30384
7302565,Rzgów,Rzgow,P,PPLA3,3370,74,1006,51.66345,19.49181
12047621,Rejon ulicy Saperów,Rejon ulicy Saperow,P,PPLX,1402,72,0264,51.08614,17.0005
12047646,Swojczyce,Swojczyce,P,PPLX,1215,72,0264,51.11567,17.12535
763989,Niedźwiada,Niedzwiada,P,PPL,2466,80,1815,49.98937,21.52162
765106,Maszkienice,Maszkienice,P,PPL,1401,77,1202,49.9892,20.68657
766783,Łapy,Lapy,P,PPLA3,16434,81,2002,52.9911,22.88422
767237,Krzywda,Krzywda,P,PPL,1400,75,0611,51.79519,22.19994
767357,Krynki,Krynki,P,PPLA3,2700,81,2011,53.26444,23.77304
767610,Krasnopol,Krasnopol,P,PPL,1300,81,2009,54.11613,23.20476
768146,Korczew,Korczew,P,PPLA3,760,78,1426,52.35327,22.61338
769534,Karczmiska,Karczmiska,P,PPLA3,800,75,0612,51.22952,21.98158
770001,Józefów nad Wisłą,Jozefow nad Wisla,P,PPLA3,1029,75,0612,51.04183,21.83018
770288,Jastków,Jastkow,P,PPLA3,700,75,0609,51.30411,22.43546
770609,Jakubów,Jakubow,P,PPLA3,551,78,1412,52.21965,21.68032
770792,Iłża,Ilza,P,PPLA3,5121,78,1425,51.16313,21.23979
770966,Hrubieszów,Hrubieszow,P,PPLA3,18605,75,0604,50.80502,23.89251
771384,Grójec,Grojec,P,PPLA3,14880,78,1406,51.86252,20.86757
771985,Godziszów,Godziszow,P,PPLA3,2242,75,0605,50.74889,22.49794
772518,Firlej,Firlej,P,PPLA3,1000,75,0608,51.55882,22.50841
772722,Dziekanów Leśny,Dziekanow Lesny,P,PPL,1466,78,1432,52.35243,20.85124
772822,Dwikozy,Dwikozy,P,PPLA3,1723,84,2609,50.73613,21.78864
773148,Dobre Miasto,Dobre Miasto,P,PPL,10514,85,2814,53.98668,20.39749
774158,Ciepielów,Ciepielow,P,PPLA3,770,78,1409,51.24838,21.57475
774505,Chmielnik,Chmielnik,P,PPLA3,3466,80,1816,49.97386,22.14535
774649,Cegłów,Ceglow,P,PPLA3,2846,78,1412,52.14782,21.73739
775513,Borowa,Borowa,P,PPL,1451,80,1811,50.38548,21.3515
775634,Bolimów,Bolimow,P,PPLA3,930,74,1015,52.07671,20.16352
776172,Biała Rawska,Biala Rawska,P,PPLA3,3231,74,1013,51.80779,20.47259
776407,Baranowo,Baranowo,P,PPLA3,1250,78,1415,53.17554,21.29803
3079855,Żywiec,Zywiec,P,PPLA3,32132,83,2417,49.68529,19.19243
3079923,Zwierzyń,Zwierzyn,P,PPLA3,1300,76,0806,52.83212,15.56763
3080083,Złotniki Kujawskie,Zlotniki Kujawskie,P,PPL,2400,73,0407,52.89943,18.14564
3080165,Zielona Góra,Zielona Gora,P,PPLA,118433,76,0862,51.93548,15.50643
3080389,Zdzieszowice,Zdzieszowice,P,PPLA3,13401,79,1605,50.42482,18.12349
3080636,Zarzecze,Zarzecze,P,PPL,1121,83,2417,49.71932,19.17526
3081003,Zaborze,Zaborze,P,PPL,2489,77,1213,50.02175,19.24067
3081330,Wrząsowice,Wrzasowice,P,PPL,1865,77,1206,49.95862,19.94654
3081387,Wręczyca Wielka,Wreczyca Wielka,P,PPL,2718,83,2406,50.84589,18.92086
3081839,Witaszyce,Witaszyce,P,PPL,3967,86,3006,51.94151,17.56182
3082310,Wielgie,Wielgie,P,PPLA3,1081,73,0408,52.74076,19.2635
3082635,Wapno,Wapno,P,PPLA3,1700,86,3028,52.90804,17.47504
3082647,Wąpielsk,Wapielsk,P,PPLA3,803,73,0412,53.13761,19.27792
3082838,Ujście,Ujscie,P,PPLA3,3869,86,3019,53.05339,16.73201
3082914,Tychy,Tychy,P,PPLA3,130000,83,2477,50.13717,18.96641
3083158,Trzcińsko Zdrój,Trzcinsko Zdroj,P,PPL,2466,87,3206,52.96487,14.60667
3083667,Szlachta,Szlachta,P,PPL,1200,82,2213,53.76827,18.11367
3084660,Stepnica,Stepnica,P,PPLA3,2067,87,3204,53.65187,14.62555
3084717,Stawiszyn,Stawiszyn,P,PPL,1564,86,3007,51.91786,18.11171
3085219,Sokolniki,Sokolniki,P,PPLA3,1200,74,1018,51.30738,18.33275
3085384,Śmiłowo,Smilowo,P,PPL,1145,86,3019,53.13647,16.92075
3086000,Sieniawa,Sieniawa,P,PPL,1100,76,0808,52.36344,15.37768
3087076,Rogoźnik,Rogoznik,P,PPL,2753,83,2401,50.39106,19.03776
3088435,Polkowice,Polkowice,P,PPLA2,21565,72,0216,51.50391,16.07261
3088504,Połajewo,Polajewo,P,PPLA3,2237,86,3002,52.79923,16.73347
3088535,Pogwizdów,Pogwizdow,P,PPL,3449,83,2403,49.80382,18.60106
3088788,Płoty,Ploty,P,PPLA3,4093,87,3205,53.80182,15.2667
3090364,Obrzycko,Obrzycko,P,PPLA3,2226,86,3024,52.70338,16.52807
3091641,Młynary,Mlynary,P,PPLA3,1815,85,2804,54.1869,19.72149
3091831,Mikołów,Mikolow,P,PPLA3,38821,83,2408,50.17103,18.9041
3091913,Mielno,Mielno,P,PPL,2184,87,3209,54.26086,16.0621
3091937,Mieleszyn,Mieleszyn,P,PPLA3,921,86,3003,52.66868,17.49779
3091957,Miejska Górka,Miejska Gorka,P,PPLA3,3169,86,3022,51.65573,16.95826
3091991,Międzybórz,Miedzyborz,P,PPL,2354,72,0214,51.39626,17.6661
3092402,Małomice,Malomice,P,PPL,3617,76,0810,51.55597,15.45004
3093350,Lipiany,Lipiany,P,PPLA3,4159,87,3212,53.00336,14.96919
3094043,Łąck,Lack,P,PPLA3,1350,78,1419,52.46621,19.61137
3094449,Krzyszkowice,Krzyszkowice,P,PPL,1900,77,1209,49.88346,19.92285
3094981,Kowal,Kowal,P,PPLA3,3490,73,0418,52.53019,19.14767
3095013,Kotlin,Kotlin,P,PPLA3,3416,86,3006,51.91913,17.64825
3095193,Kornowac,Kornowac,P,PPLA3,749,83,2411,50.07179,18.32846
3096328,Kęty,Kety,P,PPLA3,19249,77,1213,49.88214,19.22333
3096392,Kaźmierz,Kazmierz,P,PPLA3,3235,86,3024,52.51309,16.58403
3096779,Kamienna Góra,Kamienna Gora,P,PPLA3,21743,72,0207,50.78314,16.03037
3097594,Janowiec Wielkopolski,Janowiec Wielkopolski,P,PPLA3,5110,73,0419,52.75583,17.48981
3097935,Huta Stara B,Huta Stara B,P,PPLX,1939,83,2404,50.73792,19.13295
3099378,Cielmice,Cielmice,P,PPL,1200,83,2477,50.08826,19.01896
3099619,Gąbin,Gabin,P,PPLA3,4056,78,1419,52.39849,19.73509
3099634,Frombork,Frombork,P,PPLA3,2529,85,2802,54.35766,19.68029
3099654,Fordon,Fordon,P,PPL,70000,73,0461,53.14821,18.17036
3099778,Dziećmorowice,Dziecmorowice,P,PPL,1162,72,0221,50.76947,16.35212
3100881,Dąbie,Dabie,P,PPLA3,417,76,0802,52.01056,15.15221
3100912,Czułów,Czulow,P,PPL,1119,77,1206,50.05956,19.70106
3101691,Chocznia,Chocznia,P,PPL,5510,77,1218,49.87417,19.45438
3102046,Burzenin,Burzenin,P,PPLA3,1100,74,1014,51.46077,18.83233
3102138,Buk,Buk,P,PPLA3,6102,86,3021,52.35532,16.51958
3104022,Babiak,Babiak,P,PPLA3,1500,86,3009,52.3453,18.66663
7534282,Żarki-Letnisko,Zarki-Letnisko,P,PPL,2344,83,2409,50.62295,19.27508
12047624,Zakrzów,Zakrzow,P,PPLX,10737,72,0264,51.16624,17.13688
12047634,Marszowice,Marszowice,P,PPLX,1493,72,0264,51.17198,16.88441
12047641,Zalesie i Stadion,Zalesie i Stadion,P,PPLX,1301,72,0264,51.1197,17.09194
12047663,Wojszyce,Wojszyce,P,PPLX,5338,72,0264,51.05837,17.04513
753130,Żołynia,Zolynia,P,PPLA3,5145,80,1810,50.162,22.30825
753910,Załuski,Zaluski,P,PPLA3,402,78,1420,52.51152,20.52864
754174,Zagórzyce,Zagorzyce,P,PPL,3182,80,1815,50.0169,21.67517
754329,Żabno,Zabno,P,PPLA3,4250,77,1216,50.13334,20.88615
754652,Wydminy,Wydminy,P,PPL,2448,85,2806,53.98194,22.03239
755609,Winnica,Winnica,P,PPLA3,560,78,1424,52.64306,20.94114
755670,Wilków,Wilkow,P,PPLA3,208,75,0612,51.26224,21.87756
755675,Wilkołaz,Wilkolaz,P,PPLA3,2493,75,0607,51.01473,22.35014
755792,Wierzbno,Wierzbno,P,PPLA3,358,78,1433,52.31008,21.85902
756867,Tomaszów Mazowiecki,Tomaszow Mazowiecki,P,PPLA2,67197,74,1016,51.53131,20.00855
757809,Sulejówek,Sulejowek,P,PPLA3,18414,78,1412,52.25221,21.26902
758238,Stawiski,Stawiski,P,PPL,2417,81,2006,53.37987,22.15462
758435,Stanisławice,Stanislawice,P,PPL,1300,77,1201,49.9855,20.35123
759316,Siemień,Siemien,P,PPLA3,581,75,0613,51.62883,22.77243
759786,Rzeczniów,Rzeczniow,P,PPLA3,673,78,1409,51.12804,21.44008
760987,Przytyk,Przytyk,P,PPLA3,990,78,1425,51.46567,20.90587
760999,Przytoczno,Przytoczno,P,PPL,1100,75,0608,51.61951,22.27135
761546,Poniatowa,Poniatowa,P,PPLA3,10056,75,0612,51.17983,22.13093
762782,Owczarnia,Owczarnia,P,PPL,1700,78,1421,52.11114,20.70468
763111,Opoczno,Opoczno,P,PPLA2,22592,74,1007,51.37569,20.27827
763464,Obrazów,Obrazow,P,PPLA3,518,84,2609,50.69276,21.65045
763586,Nowosielce,Nowosielce,P,PPL,1600,80,1814,50.05747,22.41056
763676,Nowe Brzesko,Nowe Brzesko,P,PPLA3,1756,77,1214,50.13222,20.37663
763901,Nieporęt,Nieporet,P,PPLA3,3239,78,1408,52.43152,21.03212
764602,Młynarze,Mlynarze,P,PPLA3,227,78,1411,52.95417,21.41141
764999,Miączyn,Miaczyn,P,PPLA3,749,75,0620,50.73825,23.5013
765430,Maków Mazowiecki,Makow Mazowiecki,P,PPLA2,9978,78,1411,52.86493,21.10053
765683,Lutoryż,Lutoryz,P,PPL,1524,80,1816,49.96712,21.9124
765854,Lubomino,Lubomino,P,PPL,1194,85,2809,54.06684,20.23956
765957,Łososina Dolna,Lososina Dolna,P,PPL,3400,77,1210,49.74977,20.63129
766523,Łęki Dolne,Leki Dolne,P,PPL,1500,80,1803,49.97386,21.24739
767983,Kostomłoty Drugie,Kostomloty Drugie,P,PPL,1522,84,2604,50.92684,20.56529
768210,Konstantynów,Konstantynow,P,PPL,1437,75,0601,52.20746,23.0853
768807,Kołbiel,Kolbiel,P,PPLA3,3000,78,1417,52.06431,21.48153
769345,Kazimierz Dolny,Kazimierz Dolny,P,PPLA3,3485,75,0614,51.31911,21.95502
769697,Kamienica,Kamienica,P,PPL,3100,77,1207,49.57533,20.34505
770149,Jedwabne,Jedwabne,P,PPLA3,2204,81,2007,53.28554,22.30353
770286,Jastrząb,Jastrzab,P,PPLA3,891,78,1430,51.24725,20.94758
771141,Handzlówka,Handzlowka,P,PPL,1500,80,1810,49.99527,22.22311
771392,Grodzisko Górne,Grodzisko Gorne,P,PPL,2221,80,1808,50.1869,22.43786
772023,Gnojnik,Gnojnik,P,PPLA3,2344,77,1202,49.89397,20.60863
772658,Dzików Stary,Dzikow Stary,P,PPLA3,1320,80,1809,50.24699,22.92984
773340,Dębno,Debno,P,PPL,1500,80,1808,50.19811,22.51837
773593,Dąbrowa Białostocka,Dabrowa Bialostocka,P,PPLA3,6044,81,2011,53.65364,23.34792
773941,Czarna Białostocka,Czarna Bialostocka,P,PPLA3,9592,81,2002,53.30509,23.28146
774776,Bukowsko,Bukowsko,P,PPLA3,1700,80,1817,49.48039,22.06329
775493,Borowie,Borowie,P,PPLA3,400,78,1403,51.94908,21.7658
775886,Bisztynek,Bisztynek,P,PPLA3,2462,85,2801,54.08633,20.90192
775986,Bielsk Podlaski,Bielsk Podlaski,P,PPLA3,26493,81,2003,52.76512,23.18647
776214,Besko,Besko,P,PPLA3,3700,80,1817,49.58757,21.95292
3080074,Złotoryja,Zlotoryja,P,PPL,15564,72,0226,51.12637,15.91979
3080295,Zelów,Zelow,P,PPLA3,8003,74,1001,51.46452,19.21972
3080380,Zębowice,Zebowice,P,PPL,1500,79,1608,50.7629,18.34434
3080457,Zbrosławice,Zbroslawice,P,PPLA3,2345,83,2413,50.41612,18.75443
3082319,Wieleń,Wielen,P,PPLA3,6067,86,3002,52.89461,16.17136
3082745,Ustronie Morskie,Ustronie Morskie,P,PPL,2081,87,3208,54.21517,15.75568
3082870,Uciechów,Uciechow,P,PPL,1017,72,0202,50.75487,16.68175
3083026,Tuczno,Tuczno,P,PPLA3,1919,87,3217,53.19374,16.15368
3083177,Trzciel,Trzciel,P,PPLA3,2335,76,0803,52.36504,15.87306
3083255,Trąbki Wielkie,Trabki Wielkie,P,PPL,1407,82,2204,54.17062,18.54003
3083611,Szubin,Szubin,P,PPLA3,9206,73,0410,53.00967,17.74
3084071,Święciechowa,Swieciechowa,P,PPLA3,2640,86,3013,51.85503,16.49805
3084142,Suszec,Suszec,P,PPLA3,4183,83,2410,50.02958,18.7916
3084396,Strzelno,Strzelno,P,PPLA3,5951,73,0409,52.62789,18.17246
3084890,Stare Czarnowo,Stare Czarnowo,P,PPLA3,520,87,3206,53.27861,14.77906
3085477,Słupia,Slupia,P,PPLA3,812,74,1015,51.85518,19.96997
3086109,Sidzina,Sidzina,P,PPL,1022,79,1607,50.57375,17.44904
3086291,Sanka,Sanka,P,PPL,1159,77,1206,50.06871,19.64596
3086398,Rzozów,Rzozow,P,PPL,1600,77,1206,49.95398,19.79668
3086523,Rymań,Ryman,P,PPL,1110,87,3208,53.94391,15.52866
3087401,Rajcza,Rajcza,P,PPL,3438,83,2417,49.50927,19.11278
3087497,Radomsko,Radomsko,P,PPL,45353,74,1012,51.06713,19.44477
3087917,Przewóz,Przewoz,P,PPLA3,850,76,0811,51.48053,14.95188
3088268,Poręba Wielka,Poreba Wielka,P,PPL,1858,77,1213,50.01116,19.28375
3088427,Połomia,Polomia,P,PPL,2497,83,2415,49.99185,18.55102
3088541,Pogorzyce,Pogorzyce,P,PPL,1400,77,1203,50.10186,19.42228
3089125,Piekary Śląskie,Piekary Slaskie,P,PPLA2,59757,83,2471,50.38017,18.92653
3089255,Pewel Wielka,Pewel Wielka,P,PPL,1548,83,2417,49.67457,19.37482
3089764,Ostroszowice,Ostroszowice,P,PPL,1303,72,0202,50.64576,16.63965
3090616,Nowe Miasteczko,Nowe Miasteczko,P,PPLA3,2825,76,0804,51.69097,15.73174
3091331,Mrzeżyno,Mrzezyno,P,PPL,1671,87,3205,54.14384,15.29142
3091377,Mosty,Mosty,P,PPL,1830,82,2211,54.61195,18.49634
3091686,Mirsk,Mirsk,P,PPL,4150,72,0212,50.97054,15.38567
3092197,Maszewo,Maszewo,P,PPLA3,3231,87,3204,53.49615,15.06166
3092322,Marciszów,Marciszow,P,PPL,1528,72,0207,50.8447,16.02116
3092818,Lubraniec,Lubraniec,P,PPLA3,3344,73,0418,52.54178,18.83254
3092938,Lubiewo,Lubiewo,P,PPLA3,1012,73,0416,53.46542,18.02994
3093439,Lidzbark,Lidzbark,P,PPLA3,8177,85,2803,53.26283,19.82663
3093463,Lgota Wielka,Lgota Wielka,P,PPLA3,636,74,1012,51.14904,19.32735
3093636,Lelów,Lelow,P,PPL,2127,83,2404,50.68335,19.62562
3093708,Lędziny,Ledziny,P,PPLA3,16305,83,2414,50.14264,19.13149
3094386,Krzyżowice,Krzyzowice,P,PPL,1035,83,2410,49.98528,18.67281
3094672,Krokowa,Krokowa,P,PPLA3,782,82,2211,54.77921,18.1616
3094892,Kozielice,Kozielice,P,PPLA3,0,87,3212,53.10679,14.82237
3095015,Kotla,Kotla,P,PPL,1400,72,0203,51.74542,16.03575
3095417,Kolsko,Kolsko,P,PPLA3,1000,76,0804,51.96146,15.95987
3095795,Kołobrzeg,Kolobrzeg,P,PPLA3,44377,87,3208,54.17565,15.58342
3095819,Koleczkowo,Koleczkowo,P,PPL,2000,82,2215,54.48629,18.34373
3096826,Kamienica,Kamienica,P,PPL,1300,79,1607,50.45007,16.95396
3097137,Jeżów,Jezow,P,PPLA3,1400,74,1021,51.81376,19.96877
3097241,Jeleśnia,Jelesnia,P,PPL,4098,83,2417,49.64246,19.32701
3097688,Janikowo,Janikowo,P,PPLA3,9169,73,0407,52.75328,18.11328
3098163,Grzmiąca,Grzmiaca,P,PPL,1348,87,3215,53.83734,16.43512
3098723,Gorzów Śląski,Gorzow Slaski,P,PPLA3,2300,79,1608,51.02871,18.42304
3099095,Goczałkowice Zdrój,Goczalkowice Zdroj,P,PPLA3,6321,83,2410,49.94454,18.96927
3100116,Drogomyśl,Drogomysl,P,PPL,2091,83,2403,49.86964,18.75727
3100297,Dobrzany,Dobrzany,P,PPLA3,2360,87,3214,53.35914,15.42886
3100327,Dobroń,Dobron,P,PPLA3,1210,74,1008,51.63885,19.24539
3100355,Dobre,Dobre,P,PPLA3,2500,73,0411,52.68398,18.57762
3100685,Dalików,Dalikow,P,PPLA3,410,74,1011,51.88476,19.11904
3100891,Czyżowice,Czyzowice,P,PPL,3128,83,2415,49.9849,18.40433
3100984,Czersk,Czersk,P,PPL,9390,82,2202,53.79589,17.97647
3101009,Czernichów,Czernichow,P,PPLA3,1707,77,1206,49.9892,19.68115
3102555,Bronów,Bronow,P,PPL,1012,83,2402,49.87782,18.92103
3103329,Bieżuń,Biezun,P,PPLA3,1931,78,1437,52.96107,19.88976
3103462,Bielawy,Bielawy,P,PPLA3,620,74,1005,52.07539,19.65557
3103476,Bielawa,Bielawa,P,PPL,29971,72,0202,50.69075,16.623
3103545,Białośliwie,Bialosliwie,P,PPLA3,2600,86,3019,53.10461,17.12533
3103719,Będzin,Bedzin,P,PPLA2,58236,83,2401,50.32607,19.12565
7534286,Ostrówek,Ostrowek,P,PPL,1800,78,1434,52.38938,21.36738
7535494,Tomaszkowice,Tomaszkowice,P,PPLA3,600,77,1219,49.97918,20.09966
7535570,Wiśniewo,Wisniewo,P,PPLA3,473,78,1413,53.06474,20.34805
12047617,Osiedle Kosmonautów,Osiedle Kosmonautow,P,PPLX,19048,72,0264,51.12753,16.96186
754066,Zakrzew,Zakrzew,P,PPLA3,630,75,0609,50.89004,22.59115
755143,Wola Sernicka,Wola Sernicka,P,PPL,1118,75,0608,51.44978,22.68351
755873,Wielkie Oczy,Wielkie Oczy,P,PPLA3,880,80,1809,50.02357,23.16407
756246,Wadowice Górne,Wadowice Gorne,P,PPL,1100,80,1811,50.26312,21.30215
756438,Tyszowce,Tyszowce,P,PPLA3,2137,75,0618,50.61699,23.69927
756456,Tyrawa Wołoska,Tyrawa Woloska,P,PPLA3,900,80,1817,49.57744,22.36988
756577,Turobin,Turobin,P,PPLA3,1036,75,0602,50.82367,22.74273
756980,Telatyn,Telatyn,P,PPLA3,603,75,0618,50.52712,23.83956
757214,Szumowo,Szumowo,P,PPL,1100,81,2014,52.91884,22.08449
758110,Strachocina,Strachocina,P,PPL,1100,80,1817,49.60815,22.08836
758393,Stąporków,Staporkow,P,PPLA3,5946,84,2605,51.13762,20.57173
760166,Ruciane-Nida,Ruciane-Nida,P,PPLA3,4722,85,2816,53.64161,21.53964
761193,Przedmieście Dubieckie,Przedmiescie Dubieckie,P,PPL,1100,80,1813,49.8371,22.37177
762032,Płoniawy-Bramura,Ploniawy-Bramura,P,PPLA3,359,78,1411,52.9778,21.07178
762366,Piątnica,Piatnica,P,PPL,1800,81,2007,53.19657,22.09591
763165,Olsztynek,Olsztynek,P,PPLA3,7591,85,2814,53.58374,20.28471
763661,Nowe Miasto,Nowe Miasto,P,PPLA3,2000,78,1420,52.65691,20.62838
764036,Niebieszczany,Niebieszczany,P,PPL,2500,80,1817,49.50348,22.15651
764039,Nidzica,Nidzica,P,PPL,14720,85,2811,53.36052,20.42749
764849,Mielec,Mielec,P,PPL,60993,80,1811,50.28709,21.4239
764956,Michałów-Reginów,Michalow-Reginow,P,PPL,1318,78,1408,52.41711,20.96595
765279,Manasterz,Manasterz,P,PPL,1149,80,1814,49.9352,22.34602
765313,Małogoszcz,Malogoszcz,P,PPLA3,3890,84,2602,50.81214,20.26407
767858,Kowiesy,Kowiesy,P,PPLA3,185,74,1015,51.88942,20.41929
770833,Hyżne,Hyzne,P,PPLA3,3900,80,1816,49.91769,22.18131
771477,Grębów,Grebow,P,PPLA3,3000,80,1820,50.56536,21.87404
771723,Gościeradów,Goscieradow,P,PPLA3,960,75,0607,50.86859,22.00536
771790,Górno,Gorno,P,PPL,1898,80,1816,50.28243,22.145
773033,Domaszowice,Domaszowice,P,PPL,1003,84,2604,50.87488,20.68288
773832,Czchów,Czchow,P,PPLA3,2256,77,1202,49.83726,20.68056
776001,Bieliny,Bieliny,P,PPL,1061,80,1812,50.44237,22.30482
776178,Biała Piska,Biala Piska,P,PPLA3,4027,85,2816,53.61191,22.06321
3080538,Zawadzkie,Zawadzkie,P,PPLA3,8439,79,1611,50.60503,18.48467
3080652,Żarów,Zarow,P,PPL,6719,72,0219,50.94116,16.49466
3080951,Zadzim,Zadzim,P,PPLA3,500,74,1011,51.77666,18.84928
3081677,Wodzisław Śląski,Wodzislaw Slaski,P,PPLA2,49521,83,2415,50.00377,18.47205
3081752,Władysławowo,Wladyslawowo,P,PPLA3,14889,82,2211,54.79086,18.4009
3082581,Wartkowice,Wartkowice,P,PPLA3,691,74,1011,51.97626,19.0018
3082607,Warnice,Warnice,P,PPLA3,695,87,3212,53.25376,14.99402
3082998,Turek,Turek,P,PPLA2,29533,86,3027,52.01548,18.50055
3083087,Trzebunia,Trzebunia,P,PPL,2059,77,1209,49.79146,19.84715
3083762,Szczutowo,Szczutowo,P,PPLA3,620,78,1427,52.94047,19.57438
3083964,Świnice Warckie,Swinice Warckie,P,PPLA3,1500,74,1004,52.04072,18.91786
3085070,Spytkowice,Spytkowice,P,PPLA3,3390,77,1211,49.57744,19.83341
3085138,Sośnie,Sosnie,P,PPLA3,1300,86,3017,51.47315,17.63383
3085252,Sobótka,Sobotka,P,PPLA3,6906,72,0223,50.89992,16.74441
3085481,Słupca,Slupca,P,PPLA2,14476,86,3023,52.28733,17.87192
3085610,Sławno,Slawno,P,PPLA2,13415,87,3213,54.36276,16.67888
3086045,Siekierczyn,Siekierczyn,P,PPL,1800,72,0210,51.12217,15.19375
3086720,Rudziniec,Rudziniec,P,PPL,1633,83,2405,50.35324,18.40914
3086903,Rozdrażew,Rozdrazew,P,PPLA3,1800,86,3012,51.78218,17.50491
3087046,Rokiciny,Rokiciny,P,PPLA3,699,74,1016,51.65078,19.80191
3087499,Radomin,Radomin,P,PPLA3,1012,73,0405,53.0867,19.19415
3087800,Przyrów,Przyrow,P,PPL,1222,83,2404,50.80051,19.52794
3087895,Przyborów,Przyborow,P,PPL,1200,76,0804,51.79991,15.7689
3088013,Przecieszyn,Przecieszyn,P,PPL,1157,77,1213,49.97838,19.17046
3088526,Pokój,Pokoj,P,PPLA3,1400,79,1606,50.90265,17.83751
3089048,Pietrzykowice,Pietrzykowice,P,PPL,4339,83,2417,49.69634,19.1599
3089065,Pieszyce,Pieszyce,P,PPLA3,9406,72,0202,50.71287,16.58232
3089392,Pasłęk,Paslek,P,PPLA3,12267,85,2804,54.0616,19.65932
3089767,Ostroróg,Ostrorog,P,PPLA3,1984,86,3024,52.6265,16.44988
3089881,Osielsko,Osielsko,P,PPL,3930,73,0403,53.18505,18.08418
3089987,Ornontowice,Ornontowice,P,PPLA3,5291,83,2408,50.19377,18.75435
3090158,Olesno,Olesno,P,PPLA3,10236,79,1608,50.87698,18.42094
3090357,Ochla,Ochla,P,PPL,1544,76,0862,51.87903,15.47132
3091089,Nekla,Nekla,P,PPLA3,3351,86,3030,52.36496,17.41329
3091315,Mszana,Mszana,P,PPLA3,3559,83,2415,49.96939,18.52793
3091547,Modlniczka,Modlniczka,P,PPL,1149,77,1206,50.11739,19.8553
3091700,Mirosławiec,Miroslawiec,P,PPLA3,2616,87,3217,53.34071,16.08793
3091979,Międzylesie,Miedzylesie,P,PPL,2766,72,0208,50.14778,16.66712
3092105,Mętków,Metkow,P,PPL,1409,77,1203,50.05251,19.37525
3092676,Luszowice,Luszowice,P,PPL,1800,77,1203,50.17415,19.40426
3092820,Łubowo,Lubowo,P,PPL,1300,87,3215,53.58634,16.39177
3092822,Łubowo,Lubowo,P,PPLA3,951,86,3003,52.51168,17.45333
3093027,Lubawka,Lubawka,P,PPL,6404,72,0207,50.70456,16.00026
3093158,Łobez,Lobez,P,PPL,10609,87,3218,53.63918,15.62129
3094408,Krzyż Wielkopolski,Krzyz Wielkopolski,P,PPLA3,6300,86,3002,52.88097,16.01116
3094549,Krzanowice,Krzanowice,P,PPLA3,2149,83,2411,50.01822,18.12251
3095194,Kórnik,Kornik,P,PPLA3,7206,86,3021,52.24772,17.08949
3095311,Konopiska,Konopiska,P,PPL,2901,83,2404,50.72695,19.00781
3095931,Kobylin,Kobylin,P,PPLA3,3130,86,3012,51.71645,17.22682
3096090,Kłobuck,Klobuck,P,PPL,13190,83,2406,50.90081,18.93674
3097104,Jordanów Śląski,Jordanow Slaski,P,PPLA3,1000,72,0223,50.86421,16.86873
3097130,Jeżów Sudecki,Jezow Sudecki,P,PPLA3,1800,72,0206,50.93507,15.74306
3097480,Jasień,Jasien,P,PPLA3,4398,76,0811,51.75142,15.01419
3097610,Janowice,Janowice,P,PPL,1708,83,2402,49.88496,19.09376
3099112,Gniezno,Gniezno,P,PPLA2,70269,86,3003,52.53481,17.58259
3099351,Gilowice,Gilowice,P,PPL,1214,83,2410,49.99505,19.09613
